ID_patologia,TIPO DE PATOLOGIA,Descripción
R95,"HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y EN ESTUDIOS FUNCIONALES, SIN DIAGNOSTICO",SINDROME DE LA MUERTE SUBITA INFANTIL
R96,"HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y EN ESTUDIOS FUNCIONALES, SIN DIAGNOSTICO",OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
R98,"HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y EN ESTUDIOS FUNCIONALES, SIN DIAGNOSTICO",MUERTE SIN ASISTENCIA
S00,TRAUMATISMO DE LA CABEZA,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S01,TRAUMATISMO DE LA CABEZA,HERIDA DE LA CABEZA
S02,TRAUMATISMO DE LA CABEZA,FRACTURA DE HUESOS DE LA CARA
S03,TRAUMATISMO DE LA CABEZA,"LUXACION, ESGUIENCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
S04,TRAUMATISMO DE LA CABEZA,TRAUMATISMO DE NERVIOS CRANEALES
S05,TRAUMATISMO DE LA CABEZA,TRAUMATISMO DEL OJO Y DE LA ORBITA
S09,TRAUMATISMO DE LA CABEZA,TRAUMATISMOS DE LA CABEZA
S10,TRAUMATISMOS DEL CUELLO,TRAUMATISMOS DEL CUELLO
S20,TRAUMATISMOS DEL TORAX,TRAUMATISMOS Y LOS NO ESPECIFICADOS DEL TORAX
S30,"TRAUMATISMOS DEL ABDOMEN, DE LA REGION LUMBOSACRA DE LA COLUMNA LUMBAR Y DE LA PELVIS","TRAUMATISMOS ABDOMEN, REGION LUMBOSACRA Y DE LA PELVIS"
S40,TRAUMATISMOS DEL HOMBRO Y DEL BRAZO,TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
S50,TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO,TRAUMATISMOS DEL ANTEBRAZO
S60,TRAUMATISMOS DE LA MUÑECA Y DE LA MANO,TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S70,TRAUMATISMOS DE LA CADERA Y DEL MUSLO,TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S80,TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA,TRAUMATISMOS DE LA PIERNA
S90,TRAUMATISMOS DEL TOBILLO Y DEL PIE,TRAUMATISMOS DEL PIE Y DEL TOBILLO
S91,TRAUMATISMOS DEL TOBILLO Y DEL PIE,HERIDA DEL PIE Y DEL TOBILLO
T00,TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
T01,TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
T02,TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,FRACTURAS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
T07,TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,"TRAUMATISMOS MULTIPLES, NO ESPECIFICADOS"
T09,"TRAUMATISMOS DE PARTE NO ESPECIFICADA DEL TRONCO, MIEMBRO O REGION DEL CUERPO","OTROS TRAUMATISMOS DE LA COLUMNA VERTEBRAL Y DEL TRONCO, NIVEL NO ESPECIFICADO"
T14,"TRAUMATISMOS DE PARTE NO ESPECIFICADA DEL TRONCO, MIEMBRO O REGION DEL CUERPO",TRAUMATISMO/HERIDA DE REGIONES NO ESPECIFICADO DEL CUERPO
T141,"TRAUMATISMOS DE PARTE NO ESPECIFICADA DEL TRONCO, MIEMBRO O REGION DEL CUERPO",HERIDA - INCLUYE MORDEDURA DE ANIMAL
T15,EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES,CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO
T16,EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES,CUERPO EXTRAÑO EN EL OIDO
T17,EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES,CUERPO EXTRAÑO EN LAS VIAS RESPIRATORIAS
T18,EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES,CUERPO EXTRAÑO EN EL TUBO DIGESTIVO
T19,EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES,CUERPO EXTRAÑO EN LAS VIAS GENITOURINARIAS
T20,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO",QUEMADURA Y CORROSION DE LA CABEZA Y DEL CUELLO
T21,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO",QUEMADURA Y CORROSION DEL TRONCO
T22,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO","QUEMADURA Y CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR, EXCEPTO MUÑECA Y MANO"
T23,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO",QUEMADURA Y CORROSION DE LA MUÑECA Y DE LA MANO
T24,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO","QUEMADURA Y CORROSION DE LA CADERA Y MIEMBRO INFERIOR, EXCEPTO TOBILLO Y PIE"
T25,"QUEMADURAS Y CORROSIONES DE LA SUPERFICIE EXTERNA DEL CUERPO, ESPECIFICADAS POR SITIO",QUEMADURA Y CORROSION DEL TOBILLO Y DEL PIE
T30,QUEMADURAS Y CORROSIONES DE MULTIPLES REGIONES DEL CUERPO Y LAS NO ESPECIFICADAS,"QUEMADURA Y CORROSION, REGION DEL CUERPO NO ESPECIFICADA"
T35,CONGELAMIENTO,CONGELAMIENTO NO ESPECIFICADO
T41,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS",ENVENENAMIENTO POR ANESTÉSICOS Y GASES TERAPÉUTICOS
T50,"ENVENENAMIENTO POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","ENVENENAMIENTO POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS"
T51,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DEL ALCOHOL
T52,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE DISOLVENTES ORGANICOS
T53,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE LOS DERIVADOS DE LOS HIDROCARBUROS ALIFATICOS Y AROMATICOS
T54,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE SUSTANCIAS CORROSIVAS
T55,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE DETERGENTES Y JABONES
T56,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE METALES
T57,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS
T58,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DEL MONOXIDO DE CARBONO
T59,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,"EFECTO TOXICO DE OTROS GASES, HUMOS Y VAPORES"
T60,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE PLAGUICIDAS (PESTICIDAS)
T62,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTOS TOXICOS DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO
T63,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS
T64,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE AFLATOXINA Y OTRAS MICOTOXINAS CONTAMINANTES DE ALIMENTOS
T65,EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS
T66,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS NO ESPECIFICADOS DE LA RADIACION
T67,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS DEL CALOR Y DE LA LUZ
T68,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,HIPOTERMIA
T69,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,OTROS EFECTOS DE LA REDUCCION DE LA TEMPERATURA
T70,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS DE LA PRESION DEL AIRE Y DE LA PRESION DEL AGUA
T71,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,ASFIXIA
T73,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS DE OTRAS PRIVACIONES
T740,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,NEGLIGENCIA O ABANDONO
T741,AGRESIONES,ABUSO FISICO
T742,AGRESIONES,ABUSO SEXUAL
T743,AGRESIONES,ABUSO PSICOLOGICO
T748,AGRESIONES,OTROS SINDROMES DE MALTRATO
T749,AGRESIONES,"SINDROME DE MALTRATO, NO ESPECIFICADO"
T750,EXPOSICION A FUERZAS DE LA NATURALEZA,EFECTOS DEL RAYO
T751,EXPOSICION A FUERZAS DE LA NATURALEZA,AHOGAMIENTO Y SUMERSION NO MORTAL
T752,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS DE LA VIBRACION
T753,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,MAL DEL MOVIMIENTO
T754,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,EFECTOS DE LA CORRIENTE ELECTRICA
T758,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,OTROS EFECTOS ESPECIFICADOS DE CAUSAS EXTERNAS
T78,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,REACCION ALERGICA S/E - CHOQUE ANAFILACTICO DEBIDO A REACCION ADVERSA A ALIMENTOS - EDEMA ANGIONEUROTICO
U01,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,SESION KINESIOLOGICA
U071,VIRUS COVID-19,VIRUS COVID-19 IDENTIFICADO O CASO CONFIRMADO CON RESULTADO POSITIVO DE LA PRUEBA
U072,VIRUS COVID-19,VIRUS COVID-19 DIAGNOSTICADO CLINICAMENTE O CASO PROBABLE O SOSPECHOSO
U089,VIRUS COVID-19,"ESTADO DE SALUD, NO ESPECIFICADO. POSTERIOR A COVID-19"
U099,VIRUS COVID-19,"CONDICION DE SALUD POSTERIOR A COVID-19, NO ESPECIFICADA"
U200,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,ADENOFLEMON
U201,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,LARVA MIGRAN
U202,SINTOMAS Y SIGNOS GENERALES,TIMOPATIA
U203,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,INSUFUCIENCIA URINARIA
U204,SINTOMAS Y SIGNOS GENERALES,TORTICOLIS
U205,OTRAS INFECCIONES,INFECCIONES QUE AFECTAN DISTINTAS PARTES DEL CUERPO
U206,SINDROME DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS,INAPETENCIA
U207,OTRAS INFECCIONES,INFECCION DEL CUERO CABELLUDO
U50,DESNUTRICION,DENUTRICION: NIÑO NORMAL MAL INCLUIDO
U51,DESNUTRICION,DENUTRICION: NIÑO: DESNUTRIDO MAL RECUPERADO
U52,DESNUTRICION,DENUTRICION: NIÑO CON ALTA 1
U53,DESNUTRICION,DENUTRICION: ABANDONO DEL TRATAMIENTO
U54,DESNUTRICION,DENUTRICION: FRACASO DEL TRATAMIENTO
U55,DESNUTRICION,DENUTRICION: RECIDIVA 1
U56,DESNUTRICION,DENUTRICION: NIÑO CON ALTA 2
U57,DESNUTRICION,DENUTRICION: RECIDIVA 2
U58,DESNUTRICION,DENUTRICION: FUERA DE EDAD DE PROGRAMA
U65,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,VISITA DOMICILIARIA. CAPTACION
U66,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,VISITA DOMICILIARIA. SEGUIMIENTO
U70,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,NIÑO DERIVADO AL CDI
U85,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,DROGADEPENDENCIA
U90,OTRAS CAUSAS EXTERNAS DE TRAUMATISMOS ACCIDENTALES,ACCIDENTES DEL HOGAR
U92,OTRAS CAUSAS EXTERNAS DE TRAUMATISMOS ACCIDENTALES,ACCIDENTES VIALES
U93,EXPOSICION A FUERZAS MECANICAS ANIMADAS,MORDEDURA DE ANIMAL SOSPECHOSO DE RABIA
U98,ENFERMEDADES NO ESPECIFICADAS/INCLASIFICABLES,OTRAS ENFERMEDADES NO ESPECIFICADAS
U99,ENFERMEDADES NO ESPECIFICADAS/INCLASIFICABLES,ENFERMEDADES Y SINTOMAS MAL DEFINIDOS. INCLASIFICABLES
V09,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: PEATON LESIONADO EN ACCIDENTES
V19,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: CICLISTA LESIONADO EN OTROS ACCIDENTES
V29,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: MOTOCICLISTA LESIONADO EN OTROS ACCIDENTES
V39,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO
V49,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES
V59,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: OCUPANTE DE CAMIONETA O FURGONETA LESIONADO
V69,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: OCUPANTE DE VEHICULO DE TRANSPOTE PESADO LESIONADO
V79,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES
V80,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE
V99,LESIONES POR ACCIDENTES DE TRANSPORTE,ACCIDENTES: ACCIDENTE DE TRANSPORTE NO ESPECIFICADO
W19,OTRAS CAUSAS EXTERNAS DE TRAUMATISMOS ACCIDENTALES,ACCIDENTES: CAIDA NO ESPECIFICADA
W190,OTRAS CAUSAS EXTERNAS DE TRAUMATISMOS ACCIDENTALES,ACCIDENTES EN EL HOGAR: CAIDA NO ESPECIFICADA
W49,EXPOSICION A FUERZAS MECANICAS INANIMADAS,ACCIDENTES: EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS
W490,EXPOSICION A FUERZAS MECANICAS INANIMADAS,ACCIDENTES EN EL HOGAR: EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS
W50,AGRESIONES,"ACCIDENTES: APORREO, GOLPE, PATADA, RASGUÑO O TORCEDURA INFLINGIDOS POR OTRA PERSONA"
W500,AGRESIONES,"ACCIDENTES EN EL HOGAR: APORREO, GOLPE, PATADA, RASGUÑO O TORCEDURA INFLINGIDOS POR OTRA PERSONA"
W54,EXPOSICION A FUERZAS MECANICAS ANIMADAS,MORDEDURA O ATAQUE DE PERRO
W55,EXPOSICION A FUERZAS MECANICAS ANIMADAS,MORDEDURA O ATAQUE DE OTROS MAMIFEROS
W57,EXPOSICION A FUERZAS MECANICAS ANIMADAS,MORDEDURA O PICADURA DE INSECTOS O ARTROP NO VENENOSO
W60,EXPOSICION A FUERZAS MECANICAS ANIMADAS,"CONTACTO TRAUMATICO CON AGUIJONES, ESPINAS U HOJAS CORTANTES DE PLANTAS"
W64,EXPOSICION A FUERZAS MECANICAS ANIMADAS,ACCIDENTES: EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS
W640,EXPOSICION A FUERZAS MECANICAS ANIMADAS,ACCIDENTES EN EL HOGAR: EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS
W74,ACCIDENTES QUE OBSTRUYEN LA RESPIRACION,ACCIDENTES: AHOGAMIENTO Y SUMERSION ACCIDENTALES NO ESPECIFICADAS
W740,ACCIDENTES QUE OBSTRUYEN LA RESPIRACION,ACCIDENTES EN EL HOGAR: AHOGAMIENTO Y SUMERSION ACCIDENTALES NO ESPECIFICADAS
W84,ACCIDENTES QUE OBSTRUYEN LA RESPIRACION,ACCIDENTES: OBSTRUCCION NO ESPECIFICADA - ASFIXIA
W840,ACCIDENTES QUE OBSTRUYEN LA RESPIRACION,ACCIDENTES EN EL HOGAR: OBSTRUCCION NO ESPECIFICADA - ASFIXIA
W99,EXPOSICION A LA CORRIENTE ELECTRICA RADIACION Y TEMPERATURA Y PRESION DEL AIRE AMBIENTALES EXTREMAS,"ACCIDENTES: EXPOSICION A OTROS FACTORES AMBIENTALES, ORIGEN ARTIFICIAL"
W990,EXPOSICION A LA CORRIENTE ELECTRICA RADIACION Y TEMPERATURA Y PRESION DEL AIRE AMBIENTALES EXTREMAS,"ACCIDENTES EN EL HOGAR: EXPOSICION A OTROS FACTORES AMBIENTALES, ORIGEN ARTIFICIAL"
X09,EXPOSICION AL FUEGO HUMO Y LLAMAS,"ACCIDENTES: EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADAS"
X090,EXPOSICION AL FUEGO HUMO Y LLAMAS,"ACCIDENTES EN EL HOGAR: EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADAS"
X19,CONTACTO CON CALOR Y SUSTANCIAS CALIENTES,"ACCIDENTE: EXPOSICION A SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS"
X190,CONTACTO CON CALOR Y SUSTANCIAS CALIENTES,ACCIDENTE EN EL HOGAR: EXPOSICION A SUSTANCIAS CALIENTES NO ESPECIFICADAS
X20,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,PICADURA O MORDERURA DE SERPIENTES O LAGARTOS VENENOSOS
X21,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,PICADURA DE ARAÑAS VENENOSAS - INCLUYE VIUDA NEGRA
X22,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,PICADURA DE ESCORPION
X23,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,"PICADURA DE AVISPONES, AVISPAS Y ABEJAS"
X24,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,CONTACTO TRAUMATICO CON CENTIPODOS Y MARIAPODOS VENENOSOS (TROPICALES)
X25,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,PICADURA DE HORMIGA - CONTACTO CON GUSANOS U ORUGAS
X26,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS
X27,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X28,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X29,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,ACCIDENTE: CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS NO ESP.
X290,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS,ACCIDENTE EN EL HOGAR: CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS
X30,EXPOSICION A FUERZAS DE LA NATURALEZA,EXPOSICION AL CALOR NATURAL EXCESIVO
X31,EXPOSICION A FUERZAS DE LA NATURALEZA,EXPOSICION AL FRIO NATURAL EXCESIVO
X32,EXPOSICION A FUERZAS DE LA NATURALEZA,EXPOSICION A RAYOS SOLARES
X33,EXPOSICION A FUERZAS DE LA NATURALEZA,VICTIMA DE RAYO
X34,EXPOSICION A FUERZAS DE LA NATURALEZA,VICTIMA DE TERREMOTO
X35,EXPOSICION A FUERZAS DE LA NATURALEZA,VIVTIMA DE ERUPCION VOLCANICA
X36,EXPOSICION A FUERZAS DE LA NATURALEZA,"VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X37,EXPOSICION A FUERZAS DE LA NATURALEZA,VICTIMA DE TORMENTA CATACLISMICA
X38,EXPOSICION A FUERZAS DE LA NATURALEZA,VICTIMA DE INUNDACION
X39,EXPOSICION A FUERZAS DE LA NATURALEZA,ACCIDENTE: EXPOSICION A FUERZAS DE LA NATURALEZA NO ESPECIFICADAS
X390,EXPOSICION A FUERZAS DE LA NATURALEZA,ACCIDENTE EN EL HOGAR: EXPOSICION A FUERZAS DE LA NATURALEZA NO ESPECIFICADAS
X49,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A SUSTANCIAS NOCIVAS",ACCIDENTE: ENVENENAMIENTO POR QUIMICOS U OTRAS SUSTANCIAS NO ESPECIFICADOS
X490,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A SUSTANCIAS NOCIVAS",ACCIDENTE EN EL HOGAR: ENVENENAMIENTO POR QUIMICOS U OTRAS SUSTANCIAS NO ESP.
X50,"EXCESO DE ESFUERZO, VIAJES Y PRIVACION",EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X57,"EXCESO DE ESFUERZO, VIAJES Y PRIVACION",PRIVACION NO ESPECIFICADA (MISERIA O INDIGENCIA)
X58,EXPOSICION ACCIDENTAL A OTROS FACTORES Y A LOS NO ESPECIFICADOS,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X59,EXPOSICION ACCIDENTAL A OTROS FACTORES Y A LOS NO ESPECIFICADOS,EXPOSICION A FACTORES NO ESPECIFICADOS
X69,LESIONES AUTOINFLIGIDAS INTENCIONALMENTE,ENVENENAMIENTO AUTOINFLINGIDO INTENCIONALMENTE NO ESPECIFICADOS
X84,LESIONES AUTOINFLIGIDAS INTENCIONALMENTE,LESIONES AUTOINFLINGIDA INTENCIONALMENTE - AUTOAGRESION
X90,AGRESIONES,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS
X91,AGRESIONES,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION"
X92,AGRESIONES,AGRESION POR AHOGAMIENTO Y SUMERSION
X93,AGRESIONES,AGRESION CON DISPARO DE ARMA CORTA
X94,AGRESIONES,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
X95,AGRESIONES,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS"
X96,AGRESIONES,AGRESION CON MATERIAL EXPLOSIVO
X97,AGRESIONES,"AGRESION CON HUMO, FUEGO Y LLAMAS"
X98,AGRESIONES,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES"
X99,AGRESIONES,AGRESION CON OBJETO CORTANTE
Y00,AGRESIONES,AGRESION CON OBJETO ROMO O SIN FILO
Y01,AGRESIONES,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO
Y02,AGRESIONES,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO
Y03,AGRESIONES,AGRESION POR COLISION DE VEHICULO DE MOTOR
Y04,AGRESIONES,AGRESION CON FUERZA CORPORAL
Y05,AGRESIONES,AGRESION SEXUAL CON FUERZA CORPORAL
Y06,AGRESIONES,NEGLIGENCIA Y ABANDONO
Y07,AGRESIONES,OTROS SINDROMES DE MALTRATO
Y08,AGRESIONES,AGRESION POR OTROS MEDIOS ESPECIFICADOS
Y09,AGRESIONES,AGRESIONES - LESIONES DE TERCEROS NO ESPECIFICADOS
Y19,EVENTOS DE INTENCION NO DETERMINADA,ENVENENAMIENTO POR QUIMICOS O SUSTANCIAS NOCIVAS DE INTENCION NO DETERMINADA
Y35,AGRESIONES,AGRESIONES: LESIONES CON INTERVENCION LEGAL
Y57,DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS CAUSANTES DE EFECTOS ADVERSOS EN SU USO TERAPEUTICO,EFECTOS ADVERSOS DE DROGAS Y MEDICAMENTOS NO ESPECIFICADOS
Y58,DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS CAUSANTES DE EFECTOS ADVERSOS EN SU USO TERAPEUTICO,EFECTOS ADVERSOS DE VACUNAS BACTERIANAS
Y59,DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS CAUSANTES DE EFECTOS ADVERSOS EN SU USO TERAPEUTICO,EFECTOS ADVERSOS DE VACUNAS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS
Y60,INCIDENTES OCURRIDOS AL PACIENTE DURANTE LA ATENCION MEDICA Y QUIRURGICA,INCIDENTES OCURRIDOS AL PACIENTE DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y69,INCIDENTES OCURRIDOS AL PACIENTE DURANTE LA ATENCION MEDICA Y QUIRURGICA,INCIDENTES NO ESPECIFICADOS DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y84,PROCEDIMIENTOS QUIRURGICOS Y OTROS PROCEDIMIENTOS MEDICOS COMO CAUSA DE REACCION ANORMAL DEL PACIENTE O COMPLICACION POSTERIOR SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO,PROCEDIMIENTO MEDICO COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACION POSTERIOR
